id,period,sheet_name,source_row,date_display,start_date,end_date,year,title,category,item_kind,count,verification_status,public_note
TV00120,1. Dönem (1991–1995),1. DÖNEM,140,25 Kasım,1993-11-25,,1993,"Tarihe Tanıklık Edenler Söyleşi Dizisi “Yeşilçamın İlk Günleri”, Fotoğraflı, TVH, Aralık 1993.",Konferans/Söyleşi,event,1,verified,
TV00121,1. Dönem (1991–1995),1. DÖNEM,141,25 Kasım,1993-11-25,,1993,Ayşe Erzan’ın Büyük Çaplı Arşiv Bağışı,,organizational,,uncertain_category,
TV00122,1. Dönem (1991–1995),1. DÖNEM,141,25 Kasım,1993-11-25,,1993,Milli Piyango Tarihi ve Milli Piyango İdaresi Kitabının,Yayın (Vakıf),publication,1,verified,
TV00123,1. Dönem (1991–1995),1. DÖNEM,142,25 Kasım,1993-11-25,,1993,"Yurt  Hagop Mintzuri, İstanbul Anıları 1897-1940",Yayın (Yurt Yayınları),publication,1,verified,
TV00124,1. Dönem (1991–1995),1. DÖNEM,145,11-12 Aralık,1993-12-11,1993-12-12,1993,"“Eyüp, Dün/Bugün” Sempozyumu (Kültür Bakanlığı ile)",Sempozyum,event,1,verified,
TV00125,1. Dönem (1991–1995),1. DÖNEM,146,23 Aralık,1993-12-23,,1993,Tarihe Tanıklık Edenler Söyleşi Dizisi “Son Osmanlılar”,Konferans/Söyleşi,event,1,verified,
TV00126,1. Dönem (1991–1995),1. DÖNEM,147,25 Aralık,1993-12-25,,1993,İstanbul Ansiklopedisi’nin 1. Cildinin Tamamlanması,Ansiklopedi,publication,1,verified,
TV00127,1. Dönem (1991–1995),1. DÖNEM,148,29 Aralık,1993-12-29,,1993,“Osmanlı Klasik Düzeni” Konferansı - Özer Ergenç - Ankara,Konferans/Söyleşi,event,1,verified,
TV00128,1. Dönem (1991–1995),1. DÖNEM,149,29 Aralık,1993-12-29,,1993,"""Kent Tarihleri Yazımı"" Projesinin Başlaması",Proje,project,1,verified,
TV00129,1. Dönem (1991–1995),1. DÖNEM,150,29 Aralık,1993-12-29,,1993,"Yurt  Zeynep Rona (ed.), Osman Hamdi Bey ve Dönemi Sempozyum Tebliğleri ; Çağlar Keyder, Dünya Ekonomisi İçinde Türkiye",Yayın (Yurt Yayınları),publication,2,verified,
TV00130,1. Dönem (1991–1995),1. DÖNEM,152,22 Ocak,1994-01-22,,1994,Taş Plak Projesi: “Dinleti”- T.Z.T. Kültür Merkezi,Konser,event,1,verified,
TV00131,1. Dönem (1991–1995),1. DÖNEM,153,27 Ocak,1994-01-27,,1994,Tarihe Tanıklık Edenler Söyleşi Dizisi “İlk Sanayiciler”,Konferans/Söyleşi,event,1,verified,
TV00132,1. Dönem (1991–1995),1. DÖNEM,154,28 Ocak,1994-01-28,,1994,"“Babıali, Fener Patrikhanesi ve Arnavut Milliyetçiliği” Konferansı - Akşin Somel - Ankara",Konferans/Söyleşi,event,1,verified,
TV00133,1. Dönem (1991–1995),1. DÖNEM,154,28 Ocak,1994-01-28,,1994,İstanbul Dergisi 8. Sayı  - “Dosya: İstanbul Nasıl Yönetilmeli”,D_ İstanbul Dergisi,publication,1,verified,
TV00134,1. Dönem (1991–1995),1. DÖNEM,155,28 Ocak,1994-01-28,,1994,Toplumsal Tarih Dergisinin 1. Sayı ile  Başlaması,Dergi (Toplumsal Tarih),publication,1,verified,
TV00135,1. Dönem (1991–1995),1. DÖNEM,158,16 Şubat,1994-02-16,,1994,“İstanbul’da Musiki Dernekleri Tarihi Projesi” Hazırlık Toplantısı,Proje,project,1,verified,
TV00136,1. Dönem (1991–1995),1. DÖNEM,159,24 Şubat,1994-02-24,,1994,"Doğan Kuban, Tarihe Tanıklık Edenler Söyleşi Dizisi: “İstanbul’da Menderes İmarı ve Sonrası”, MBB.",Konferans/Söyleşi,event,1,verified,
TV00137,1. Dönem (1991–1995),1. DÖNEM,160,24 Şubat,1994-02-24,,1994,"Mete Tunçay, ""İsmail Hüsrev Tökin"", Ankara",Konferans/Söyleşi,event,1,verified,
TV00138,1. Dönem (1991–1995),1. DÖNEM,161,24 Şubat,1994-02-24,,1994,“Darüşşafaka Tarihi” Projesinin Zafer Toprak Yönetiminde Başlaması,Proje,project,1,verified,
TV00139,1. Dönem (1991–1995),1. DÖNEM,162,24 Şubat,1994-02-24,,1994,Milli Aydın Bankası (Tariş Bank) Tarihi Projesinin Tamamlanması,Proje,project,1,verified,
TV00140,1. Dönem (1991–1995),1. DÖNEM,162,24 Şubat,1994-02-24,,1994,Toplumsal Tarih Dergisi 2. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00141,1. Dönem (1991–1995),1. DÖNEM,165,5-6 Mart,1994-03-05,1994-03-06,1994,“Kent Tarihçiliği” Atölyesi (TOKİ’nin Desteği ile),Atölye,event,1,verified,
TV00142,1. Dönem (1991–1995),1. DÖNEM,166,7-17 Mart,1994-03-07,1994-03-17,1994,“Eyüp İçin Bir Gelecek” Sergisi – AKM (Kültür Bakanlığı Desteği ile),Sergi,event,1,verified,
TV00143,1. Dönem (1991–1995),1. DÖNEM,167,9 Mart,1994-03-09,,1994,"Sözlü Tarih Atölyesi “Sabiha ve Zekeriya Sertel” Zafer Toprak, MBB.",Atölye,event,1,verified,
TV00144,1. Dönem (1991–1995),1. DÖNEM,168,18 Mart,1994-03-18,,1994,"“Bir Tarih Araştırması Alanı Olarak Sosyalizm” Frank Deppe, MBB.",Konferans/Söyleşi,event,1,verified,
TV00145,1. Dönem (1991–1995),1. DÖNEM,169,19 Mart,1994-03-19,,1994,"“Batı Avrupa’da Sendikal Hareket”, Frank Deppe - Ankara",Konferans/Söyleşi,event,1,verified,
TV00146,1. Dönem (1991–1995),1. DÖNEM,170,23 Mart,1994-03-23,,1994,"“Tarih Eğitimi ve Ders Kitaplarının Yeniden Eleştirisine Giriş” Halil Berktay, Ankara.",Konferans/Söyleşi,event,1,verified,
TV00147,1. Dönem (1991–1995),1. DÖNEM,171,31 Mart,1994-03-31,,1994,"Ayhan Aktar, Tarihe Tanıklık Edenler Söyleşi Dizisi “Türkiye’de Varlık Vergisi”, MBB.",Konferans/Söyleşi,event,1,verified,
TV00148,1. Dönem (1991–1995),1. DÖNEM,171,31 Mart,1994-03-31,,1994,"Yurt  Ehud R. Toledano, Osmanlı Köle Ticareti",Yayın (Yurt Yayınları),publication,1,verified,
TV00149,1. Dönem (1991–1995),1. DÖNEM,172,31 Mart,1994-03-31,,1994,Toplumsal Tarih Dergisi 3. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00150,1. Dönem (1991–1995),1. DÖNEM,175,2-10 Nisan,1994-04-02,1994-04-10,1994,“Eyüp İçin Bir Gelecek” Sergisi (Eyüp Belediyesi ile),Sergi,event,1,verified,
TV00151,1. Dönem (1991–1995),1. DÖNEM,176,9-17 Nisan,1994-04-09,1994-04-17,1994,Tarih Vakfı TÜYAP Ankara Kitap Fuarı’nda,Fuar,event,1,verified,
TV00152,1. Dönem (1991–1995),1. DÖNEM,177,23 Nisan,1994-04-23,,1994,Paul Sweezy ile Sohbet Toplantısı,Konferans/Söyleşi,event,1,verified,
TV00153,1. Dönem (1991–1995),1. DÖNEM,178,25 Nisan,1994-04-25,,1994,“18. ve 19. Yüzyılda Alman Basınında Türk İmajı” Konferansı - Ahmet Mumcu - Ankara,Konferans/Söyleşi,event,1,verified,
TV00154,1. Dönem (1991–1995),1. DÖNEM,179,28 Nisan,1994-04-28,,1994,"Tarihe Tanıklık Edenler Söyleşi Dizisi “Babıali’den İkitelliye”, MBB.",Konferans/Söyleşi,event,1,verified,
TV00155,1. Dönem (1991–1995),1. DÖNEM,180,29-30 Nisan,1994-04-29,1994-04-30,1994,"“Yerel Kültürler, Global Şehirler” (Orient Institute ve B.Ü. Sosyoloji Bölümü İle), MBB.",Sempozyum,event,1,verified,
TV00156,1. Dönem (1991–1995),1. DÖNEM,180,29-30 Nisan,1994-04-29,1994-04-30,1994,"Yurt  Bekir Onur (ed.), Toplumsal Tarihte Çocuk",Yayın (Yurt Yayınları),publication,1,verified,
TV00157,1. Dönem (1991–1995),1. DÖNEM,181,29-30 Nisan,1994-04-29,1994-04-30,1994,"İstanbul Dergisi 9. Sayı “Dosya: İstanbul’un Yeşili, Mavisi”",D_İstanbul Dergisi,publication,1,verified,
TV00158,1. Dönem (1991–1995),1. DÖNEM,182,29-30 Nisan,1994-04-29,1994-04-30,1994,Toplumsal Tarih Dergisi 4. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00159,1. Dönem (1991–1995),1. DÖNEM,185,25-27 Mayıs,1994-05-25,1994-05-27,1994,"İkinci Türk Müziği Günleri (çeşitli müzik dernekleri ile birlikte), Askeri Müze.",Konser,event,1,verified,
TV00160,1. Dönem (1991–1995),1. DÖNEM,186,30 Mayıs,1994-05-30,,1994,"“Bolşevik İhtilali ve Osmanlı Basını” Konferansı - Uygur Kocabaşoğlu- Mimarlar Odası, Ankara.",Konferans/Söyleşi,event,1,verified,
TV00161,1. Dönem (1991–1995),1. DÖNEM,187,30 Mayıs,1994-05-30,,1994,Orhan Tuna Arşivi’nin Varisleri Tarafından Bağışlanması,,organizational,,uncertain_category,
TV00162,1. Dönem (1991–1995),1. DÖNEM,187,30 Mayıs,1994-05-30,,1994,Toplumsal Tarih Dergisi 5. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00163,1. Dönem (1991–1995),1. DÖNEM,188,30 Mayıs,1994-05-30,,1994,"New Perspectıves On Turkey, Spring 1994",Dergi (NPT),publication,1,verified,
TV00164,1. Dönem (1991–1995),1. DÖNEM,189,Haziran 1994,,,1994,Toplumsal Tarih Dergisi 6. Sayı,Dergi (Toplumsal Tarih),publication,1,needs_review,
TV00165,1. Dönem (1991–1995),1. DÖNEM,191,Temmuz 1994,,,1994,İstanbul Tarih ve Deniz Şenliği Kapsamındaki Kısa Film Yarışmasının Sonuçlanması,Yarışma,event,1,needs_review,
TV00166,1. Dönem (1991–1995),1. DÖNEM,191,Temmuz 1994,,,1994,"Yurt  Selim Deringil,  Denge Oyunu İkinci Dünya Savaşı’nda Türkiye’nin Dış Politikası - Sevgi Aktüre, Anadolu’da Bronz Çağı Kentleri",Yayın (Yurt Yayınları),publication,2,needs_review,
TV00167,1. Dönem (1991–1995),1. DÖNEM,192,Temmuz 1994,,,1994,İstanbul Dergisi 10. Sayı “Dosya: İstanbul’da Popüler Kültür”,D_İstanbul Dergisi,publication,1,needs_review,
TV00168,1. Dönem (1991–1995),1. DÖNEM,193,Temmuz 1994,,,1994,Toplumsal Tarih Dergisi 7. Sayı,Dergi (Toplumsal Tarih),publication,1,needs_review,
TV00169,1. Dönem (1991–1995),1. DÖNEM,196,20 Ağustos,1994-08-20,,1994,“Hasköy Yahudi Mezarlığı Araştırmasının Öğrettikleri” Konferansı - Minna Rozen,Konferans/Söyleşi,event,1,verified,
TV00170,1. Dönem (1991–1995),1. DÖNEM,196,20 Ağustos,1994-08-20,,1994,"Yurt  Şevket Pamuk, Osmanlı Ekonomisinde Bağımlılık ve Büyüme, 1820-1913",Yayın (Yurt Yayınları),publication,1,verified,
TV00171,1. Dönem (1991–1995),1. DÖNEM,197,20 Ağustos,1994-08-20,,1994,Toplumsal Tarih Dergisi 8. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00172,1. Dönem (1991–1995),1. DÖNEM,200,29 Eylül-1 Ekim,,,1994,“Tarih Öğretiminin Sorunları ve Ders Kitapları” Sempozyumu - Buca (9 Eylül Üniversitesi Buca Eğitim Fakültesi ile),Sempozyum,event,1,uncertain_date,
TV00173,1. Dönem (1991–1995),1. DÖNEM,201,30 Eylül,1994-09-30,,1994,“Bir Bina Neden Güzeldir?” Konferansı - Suraiya Faroqhi (Orient Institute ile),Konferans/Söyleşi,event,1,verified,
TV00174,1. Dönem (1991–1995),1. DÖNEM,202,30 Eylül,1994-09-30,,1994,“Dünya Kenti İstanbul” ve “Anadolu’da Konut ve Yerleşme” Sergi Çalışmalarının Başlaması,Proje,project,2,verified,
TV00175,1. Dönem (1991–1995),1. DÖNEM,202,30 Eylül,1994-09-30,,1994,Tarih Vakfı  Kent Tarihçiliği Sempozyumu ve Kent Araştırmaları Bibliografyası  (TOKİ ile),Yayın (Vakıf),publication,1,verified,
TV00176,1. Dönem (1991–1995),1. DÖNEM,203,30 Eylül,1994-09-30,,1994,Toplumsal Tarih Dergisi 9. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00177,1. Dönem (1991–1995),1. DÖNEM,206,27 Ekim,1994-10-27,,1994,"Sendikacılık Ansiklopedisi Hazırlık Toplantısı (Kültür Bakanlığı, Türk-İş, DİSK, Hak-İş ve İLO ile)",Proje,project,1,verified,
TV00178,1. Dönem (1991–1995),1. DÖNEM,207,27 Ekim,1994-10-27,,1994,“Yakın Dönem Siyasal Düşünce Tarihimizi Yazmak” Konferansı - Sina Akşin- Ankara,Konferans/Söyleşi,event,1,verified,
TV00179,1. Dönem (1991–1995),1. DÖNEM,207,27 Ekim,1994-10-27,,1994,"Yurt  Tülay Artan (ed.), Eyüp: Dün / Bugün  - Peter Burke, Tarih ve Toplumsal Kuram - Çağlar Keyder, Eyüp Özveren, Donald Quataert, Doğu Akdeniz Liman Kentleri 1800-1914",Yayın (Yurt Yayınları),publication,1,verified,
TV00180,1. Dönem (1991–1995),1. DÖNEM,208,27 Ekim,1994-10-27,,1994,"New Perspectives On Turkey, Fall 94",Dergi (NPT),publication,1,verified,
TV00181,1. Dönem (1991–1995),1. DÖNEM,209,27 Ekim,1994-10-27,,1994,İstanbul Dergisi 11. Sayı  - “Dosya: Yasadışı İstanbul”,D_İstanbul Dergisi,publication,1,verified,
TV00182,1. Dönem (1991–1995),1. DÖNEM,210,27 Ekim,1994-10-27,,1994,Toplumsal Tarih Dergisi 10. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00183,1. Dönem (1991–1995),1. DÖNEM,213,5-13 Kasım,1994-11-05,1994-11-13,1994,Tarih Vakfı TÜYAP Kitap Fuarı’nda,Fuar,event,1,verified,
TV00184,1. Dönem (1991–1995),1. DÖNEM,214,24 Kasım,1994-11-24,,1994,"“Osmanlı Devleti, Birey ve Toplum” Konferansı - Erdal Yavuz - Ankara",Konferans/Söyleşi,event,1,verified,
TV00185,1. Dönem (1991–1995),1. DÖNEM,214,24 Kasım,1994-11-24,,1994,"Yurt  Yahya S. Tezel, Cumhuriyet Döneminin İktisadi Tarihi 1923-1950",Yayın (Yurt Yayınları),publication,1,verified,
TV00186,1. Dönem (1991–1995),1. DÖNEM,215,24 Kasım,1994-11-24,,1994,Toplumsal Tarih Dergisi 11. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00187,1. Dönem (1991–1995),1. DÖNEM,218,8 Aralık,1994-12-08,,1994,"“Türkiye’de Basın ve Demokrasi” Paneli (Türkiye Gazeteciler Cemiyeti ve Türkiye Gazeteciler Sendikası ile), Tarık Zafer Tunaya KM, Beyoğlu.",Konferans/Söyleşi,event,1,verified,
TV00188,1. Dönem (1991–1995),1. DÖNEM,219,10 Aralık,1994-12-10,,1994,"“Semavi Eyice’ye Saygı ” Toplantısı, Seperçiler Kasrı, Sirkeci.",Sempozyum,event,1,verified,
TV00189,1. Dönem (1991–1995),1. DÖNEM,220,13 Aralık,1994-12-13,,1994,“Gençlik ve Tarih Anketi” Çalışmasının Başlaması,Anket/Araştırma,event,1,verified,
TV00190,1. Dönem (1991–1995),1. DÖNEM,221,16-17 Aralık,1994-12-16,1994-12-17,1994,"“Türkiye’de Sivil Toplum Kuruluşları” Sempozyumu (Bazı Sivil Toplum Kuruluşları ile), İTÜ Sosyal Tesisleri, Maçka.",Sempozyum,event,1,verified,
TV00191,1. Dönem (1991–1995),1. DÖNEM,221,16-17 Aralık,1994-12-16,1994-12-17,1994,Toplumsal Tarih Dergisi 12. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00192,1. Dönem (1991–1995),1. DÖNEM,224,12 Ocak,1995-01-12,,1995,“Kentler-Yerel Yönetimler-Tarih Bilinci” Paneli,Konferans/Söyleşi,event,1,verified,
TV00193,1. Dönem (1991–1995),1. DÖNEM,224,12 Ocak,1995-01-12,,1995,"Yurt  Haldun Derin,  Çankaya Özel Kalemini Anımsarken (1933-1951)",Yayın (Yurt Yayınları),publication,1,verified,
TV00194,1. Dönem (1991–1995),1. DÖNEM,225,12 Ocak,1995-01-12,,1995,İstanbul Dergisi 12. Sayı,D_İstanbul Dergisi,publication,1,verified,
TV00195,1. Dönem (1991–1995),1. DÖNEM,226,12 Ocak,1995-01-12,,1995,Toplumsal Tarih Dergisi 13. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00196,1. Dönem (1991–1995),1. DÖNEM,229,11 Şubat,1995-02-11,,1995,İstanbul Dergisi Değerlendirme Toplantısı,İç Toplantı,organizational,1,verified,
TV00197,1. Dönem (1991–1995),1. DÖNEM,230,13 Şubat,1995-02-13,,1995,"Konferans: “Günümüzde Türki Cumhuriyetler, Çeçenistan, Bağımsız Devletler Topluluğu Etkisi” Francisca B. Sarabia Martinez",Konferans/Söyleşi,event,1,verified,
TV00198,1. Dönem (1991–1995),1. DÖNEM,231,13 Şubat,1995-02-13,,1995,TİP Arşivinin Açılması,Arşiv Bağışı,organizational,1,verified,
TV00199,1. Dönem (1991–1995),1. DÖNEM,232,22 Şubat,1995-02-22,,1995,“İsmail Beşe” Konferansı - Aykut Kansu - Ankara,Konferans/Söyleşi,event,1,verified,
TV00200,1. Dönem (1991–1995),1. DÖNEM,233,23 Şubat,1995-02-23,,1995,“Hilal-i Ahmer’den Kızılay’a” Konferansı - Prof. Dr. Seçil Akgün - Ankara,Konferans/Söyleşi,event,1,verified,
TV00201,1. Dönem (1991–1995),1. DÖNEM,234,23 Şubat,1995-02-23,,1995,“Darülaceze Tarihi” Yazımı Projesinin Nuran Yıldırım Yönetiminde Başlaması,Proje,project,1,verified,
TV00202,1. Dönem (1991–1995),1. DÖNEM,234,23 Şubat,1995-02-23,,1995,Toplumsal Tarih Dergisi 14. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00203,1. Dönem (1991–1995),1. DÖNEM,237,15 Mart,1995-03-15,,1995,BBMdeki “Görüntü İşlem Sistemi”nin Basına Tanıtımı,Basın Açıklaması,event,1,verified,
TV00204,1. Dönem (1991–1995),1. DÖNEM,238,16 Mart,1995-03-16,,1995,“Anadolu’da Selçuklu Dönemi Kervan Yolları ve Kervansarayları” Konferansı - Rahmi Hüseyin Ünal - İzmir,Konferans/Söyleşi,event,1,verified,
TV00205,1. Dönem (1991–1995),1. DÖNEM,239,30 Mart,1995-03-30,,1995,“Çarlık Rusyası Hakimiyeti Altında Kırım Tatarları” Konferansı - Hakan Kırımlı - Ankara,Konferans/Söyleşi,event,1,verified,
TV00206,1. Dönem (1991–1995),1. DÖNEM,240,30 Mart,1995-03-30,,1995,Darphane’nin İstanbul Müzesine Dönüştürülmek Üzere 49 Yıllık Bir Süre İçin Tarih Vakfı’na Devri,,organizational,,uncertain_category,
TV00207,1. Dönem (1991–1995),1. DÖNEM,240,30 Mart,1995-03-30,,1995,"Yurt  Korkut Boratav,  İstanbul’dan ve Anadolu’dan Sınıf Profilleri",Yayın (Yurt Yayınları),publication,1,verified,
TV00208,1. Dönem (1991–1995),1. DÖNEM,241,30 Mart,1995-03-30,,1995,Toplumsal Tarih Dergisi 15. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00209,1. Dönem (1991–1995),1. DÖNEM,244,1 Nisan,1995-04-01,,1995,“2000’li Yıllar ve Tarih Vakfı” Toplantısı - The Marmara Oteli,İç Toplantı,organizational,1,verified,
TV00210,1. Dönem (1991–1995),1. DÖNEM,245,20 Nisan,1995-04-20,,1995,"Selim Deringil, ""II. Abdülhamit Dönemi Osmanlı Devletinin Dış İmajı"" Club 1824, Ankara.",Konferans/Söyleşi,event,1,verified,
TV00211,1. Dönem (1991–1995),1. DÖNEM,246,20 Nisan,1995-04-20,,1995,“Alman Gezginleri ve Osmanlı Ülkesi” Konferansı - İlhan Pınar - İzmir,Konferans/Söyleşi,event,1,verified,
TV00212,1. Dönem (1991–1995),1. DÖNEM,247,20-22 Nisan,1995-04-20,1995-04-22,1995,“Kültür ve Tabiat Varlıklarını Koruma Uygulamaları ve Sorunları” Sempozyumu- Ankara (Kültür Bakanlığı ile),Konferans/Söyleşi,event,1,verified,
TV00213,1. Dönem (1991–1995),1. DÖNEM,247,20-22 Nisan,1995-04-20,1995-04-22,1995,"Yurt  Clarence Richard Johnson, İstanbul 1920",Yayın (Yurt Yayınları),publication,1,verified,
TV00214,1. Dönem (1991–1995),1. DÖNEM,248,20-22 Nisan,1995-04-20,1995-04-22,1995,İstanbul Dergisi 13. Sayı “Dosya: Tarihsel Kimliğe Saygı”,D_ İstanbul Dergisi,publication,1,verified,
TV00215,1. Dönem (1991–1995),1. DÖNEM,249,20-22 Nisan,1995-04-20,1995-04-22,1995,Toplumsal Tarih Dergisi 16. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00216,1. Dönem (1991–1995),1. DÖNEM,252,18 Mayıs,1995-05-18,,1995,“Osmanlı İktisat Tarihi Üzerinde Düşünceler” Konferansı - Mehmet Genç- İzmir,Konferans/Söyleşi,event,1,verified,
TV00217,1. Dönem (1991–1995),1. DÖNEM,252,18 Mayıs,1995-05-18,,1995,İstanbul Ansiklopedisi’nin Son Cildinin,D_İstanbul Dergisi,publication,1,verified,
TV00218,1. Dönem (1991–1995),1. DÖNEM,253,22 Mayıs,1995-05-22,,1995,New Perspectıves On Turkey  Spring 1995,Dergi (NPT),publication,1,verified,
TV00219,1. Dönem (1991–1995),1. DÖNEM,254,22 Mayıs,1995-05-22,,1995,Toplumsal Tarih Dergisi 17. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00220,1. Dönem (1991–1995),1. DÖNEM,257,8-10 Haziran,1995-06-08,1995-06-10,1995,II. Uluslararası Ekonomik ve Toplumsal Tarih Kongresi: “Tarih Eğitim ve Tarihte Öteki Sorunu” - BÜ Kampüsü,Kongre,event,1,verified,
TV00221,1. Dönem (1991–1995),1. DÖNEM,258,23-24 Haziran,1995-06-23,1995-06-24,1995,II. STK Sempozyumu “Küçülen Dünyamızda Büyüyen Sivil Toplum” (Bazı Sivil Toplum Kuruluşları ile),Sempozyum,event,1,verified,
TV00222,1. Dönem (1991–1995),1. DÖNEM,259,28-30 Haziran,1995-06-28,1995-06-30,1995,"Kent Müzeleri ve Toplumsal Tarih Müzeleri Uluslararası Atölyesi (Rockefeller Vakfı Desteği), İTÜ Maçka ST.",Atölye,event,1,verified,
TV00223,1. Dönem (1991–1995),1. DÖNEM,259,28-30 Haziran,1995-06-28,1995-06-30,1995,"Yurt  Abdülaziz Bey, Osmanlı Adet, Merasim ve Tabirleri – Tarih Öğretimi ve Ders Kitapları",Yayın (Yurt Yayınları),publication,1,verified,
TV00224,1. Dönem (1991–1995),1. DÖNEM,260,28-30 Haziran,1995-06-28,1995-06-30,1995,Toplumsal Tarih Dergisi 18. Sayı “Özel Dosya: İstanbu’un Fethi”,Dergi (Toplumsal Tarih),publication,1,verified,
TV00225,1. Dönem (1991–1995),1. DÖNEM,263,4-20 Temmuz,1995-07-04,1995-07-20,1995,“Elveda Doğduğum Toprak - Fotoğraflarla Anadolu’nun 150 Yıllık Göç Tarihi” Sergisi - AKM (Rockefeller Vakfı Desteği ile),Sergi,event,1,verified,
TV00226,1. Dönem (1991–1995),1. DÖNEM,263,4-20 Temmuz,1995-07-04,1995-07-20,1995,İstanbul Dergisi 14. Sayı “Dosya: Yoksa 3. Köprü mü?”,D_İstanbul Dergisi,publication,1,verified,
TV00227,1. Dönem (1991–1995),1. DÖNEM,264,4-20 Temmuz,1995-07-04,1995-07-20,1995,Toplumsal Tarih Dergisi 19. Sayı “Özel Dosya: Abdürreşit İbrahim I”,Dergi (Toplumsal Tarih),publication,1,verified,
TV00228,1. Dönem (1991–1995),1. DÖNEM,266,Ağustos 1995,,,1995,"""STK Bilgi Belge Merkezi Projesi""nin UNDP Desteği ile Başlaması",Proje,project,1,needs_review,
TV00229,1. Dönem (1991–1995),1. DÖNEM,266,Ağustos 1995,,,1995,"Yurt  Andre Raymond,  Osmanlı Döneminde Arap Kentleri",Yayın (Yurt Yayınları),publication,1,needs_review,
TV00230,1. Dönem (1991–1995),1. DÖNEM,267,Ağustos 1995,,,1995,Toplumsal Tarih Dergisi 20. Sayı “Özel Dosya: Abdürreşit İbrahim II”,Dergi (Toplumsal Tarih),publication,1,needs_review,
TV00231,1. Dönem (1991–1995),1. DÖNEM,270,16 Eylül,1995-09-16,,1995,İstanbul Müzesi Yapım Çalışmaları Danışma Kurulu İlk Toplantısı,İç Toplantı,organizational,1,verified,
TV00232,1. Dönem (1991–1995),1. DÖNEM,271,27 Eylül,1995-09-27,,1995,“Türkiye’de Kimlik ve Normların Değişimi” Sempozyumu (Körber Vakfı Desteği ile),Sempozyum,event,1,verified,
